Festival,Engagement Rate
MEO Sudoeste,128.6270116113261
NOS Alive,55.44607190412783
Rock in Rio,252.92151978669662
Super Bock Super Rock,92.96124817657132
Vodafone Paredes de Coura,116.52308087951653
